name_ar,name_en,sector,region,classification,matched_pattern,confidence,website
جامعة فهد بن سلطان,Fahad Bin Sultan University,التعليم وتنمية رأس المال البشري,منطقة تبوك,private,private_override:جامعة فهد بن سلطان,high,https://www.fbsu.edu.sa
المجموعة المتحدة للتأمين التعاوني,Allied Cooperative Insurance Group,التأمين وإدارة المخاطر,منطقة الرياض,private,default,low,https://www.acig.com.sa
الشركة العربية السعودية للتأمين التعاوني,Saudi Arabian Cooperative Insurance Company,التأمين وإدارة المخاطر,منطقة الرياض,private,default,low,https://www.saico.com.sa
شركة اتحاد الخليج الأهلية للتأمين التعاوني,Gulf Union Al Ahlia Cooperative Insurance,التأمين وإدارة المخاطر,المنطقة الشرقية,private,default,low,https://www.gulfunion.com.sa
الشركة المتحدة للتأمين التعاوني,United Cooperative Assurance,التأمين وإدارة المخاطر,منطقة الرياض,private,default,low,https://www.uca.com.sa
شركة التأمين العربية التعاونية,Arabia Insurance Cooperative Company,التأمين وإدارة المخاطر,منطقة الرياض,private,default,low,https://www.aicc.com.sa
شركة الوطنية للتأمين,Wataniya Insurance Company,التأمين وإدارة المخاطر,منطقة مكة المكرمة,private,default,low,https://www.wataniya.com.sa
شركة عناية السعودية للتأمين التعاوني,Saudi Enaya Cooperative Insurance,التأمين وإدارة المخاطر,منطقة مكة المكرمة,private,default,low,https://www.saudienaya.com
الشركة السعودية لإعادة التأمين,Saudi Reinsurance Company,التأمين وإدارة المخاطر,منطقة الرياض,private,default,low,https://saudire.net
الجزيرة تكافل تعاوني,Aljazira Takaful Taawuni,التأمين وإدارة المخاطر,منطقة مكة المكرمة,private,default,low,https://www.aljaziratakaful.com.sa
سيغنا للتأمين السعودية,Cigna Insurance Saudi Arabia,التأمين وإدارة المخاطر,منطقة الرياض,private,default,low,https://www.cignahealthcare.com.sa
تأميني لوساطة التأمين الإلكترونية,Tameeni Electronic Insurance Brokerage,التأمين وإدارة المخاطر,منطقة الرياض,private,default,low,https://www.tameeni.com
بي كير لوساطة التأمين,BCare Insurance Brokerage,التأمين وإدارة المخاطر,منطقة الرياض,private,default,low,https://www.bcare.com
غلوب مد السعودية,GlobeMed Saudi,التأمين وإدارة المخاطر,منطقة الرياض,private,default,low,https://www.globemedsaudi.com
هاودن السعودية,Howden Saudi Arabia,التأمين وإدارة المخاطر,منطقة الرياض,private,default,low,https://www.howdengroup.com/sa-en
شركة بيت التأمين,Insurance House Company / IHC,التأمين وإدارة المخاطر,منطقة الرياض,private,default,low,https://ihc.com.sa
شركة السودة للتطوير,Soudah Development,العقار والتطوير الحضري,منطقة الرياض,semi_government,semi:سودة للتطوير,high,https://soudah.sa/en/about-soudah-development
شركة عسير للاستثمار,Aseer Investment Company,الخدمات المالية,منطقة الرياض,private,default,low,https://aseerinvestment.com/
شركة تطوير البلد,Al Balad Development Company,العقار والتطوير الحضري,منطقة مكة المكرمة,private,default,low,https://balad.com.sa/en/
شركة بهيج لتطوير الوجهات السياحية,Baheej Tourism Development Company,العقار والتطوير الحضري,المنطقة الشرقية,private,private_override:بهيج لتطوير,high,https://baheej.com.sa/en/about/
مجموعة إيلاف,Elaf Group,السياحة والضيافة والثقافة,منطقة مكة المكرمة,private,default,low,https://elafgroup.com/about/
مجموعة فنادق ومنتجعات بودل,Boudl Hotels & Resorts,السياحة والضيافة والثقافة,منطقة الرياض,private,default,low,https://boudl.com/en/about-us
شركة المطار للسفر والسياحة,almatar,السياحة والضيافة والثقافة,منطقة الرياض,private,default,low,https://almatar.com/en/about-us/
شركة صدى للضيافة,Sadaa Hospitality,الرعاية الصحية وعلوم الحياة,منطقة المدينة المنورة,private,default,low,https://sadaa.com.sa/en
الضيافة البلد,Al Balad Hospitality,الرعاية الصحية وعلوم الحياة,منطقة مكة المكرمة,private,default,low,https://albaladhospitality.com/
فنادق مادن,Maden Hotels,السياحة والضيافة والثقافة,منطقة المدينة المنورة,private,default,low,https://madenhotels.com/en/
مبات,Mabaat,السياحة والضيافة والثقافة,منطقة مكة المكرمة,private,default,low,https://mabaat.com/en/about-us
جاذر إن,Gathern,السياحة والضيافة والثقافة,منطقة الرياض,private,default,low,https://gathern.co/en
منتجع شادن العلا,Shaden Resort AlUla,العقار والتطوير الحضري,منطقة المدينة المنورة,private,private_override:منتجع شادن العلا,high,https://alula.shadenhospitality.sa/
هابيتاس العلا,Our Habitas AlUla,العقار والتطوير الحضري,منطقة المدينة المنورة,private,private_override:هابيتاس العلا,high,https://www.ourhabitas.com/alula/
بانيان تري العلا,Banyan Tree AlUla,العقار والتطوير الحضري,منطقة المدينة المنورة,private,private_override:بانيان تري العلا,high,https://www.banyantree.com/saudi-arabia/alula
مجموعة باسمح,Basamh Group,الغذاء والزراعة والاستزراع المائي,منطقة مكة المكرمة,private,default,low,https://basamhgroup.com
شركة رضوى الغذائية,Radwa Food Co.,الغذاء والزراعة والاستزراع المائي,منطقة مكة المكرمة,private,default,low,https://www.radwachicken.com
شركة الألبان الوطنية المتحدة,United National Dairy Company,الغذاء والزراعة والاستزراع المائي,المنطقة الشرقية,private,default,low,https://www.und-ksa.com
شركة فرسان للأغذية والمنتجات الاستهلاكية,Forsan Foods & Consumer Products,التجزئة والتجارة الإلكترونية والخدمات الاستهلاكية,منطقة الرياض,private,default,low,https://www.forsan.com.sa
شركة الخدمات الغذائية العربية,Arabian Food Supplies,الغذاء والزراعة والاستزراع المائي,منطقة مكة المكرمة,private,default,low,https://afs-sa.com
الشركة العربية للأغذية,Arabian Food,التجزئة والتجارة الإلكترونية والخدمات الاستهلاكية,منطقة الرياض,private,default,low,https://arabianfood.sa
شركة الراجحي الزراعية,Al-Rajhi Agricultural Company,الغذاء والزراعة والاستزراع المائي,منطقة الرياض,private,default,low,https://www.alrajhiagriculturecompany.com
توبيان,Topian,الغذاء والزراعة والاستزراع المائي,منطقة تبوك,private,default,low,https://www.neom.com/en-us/our-business/sectors/food
شركة كوكاكولا السعودية للتعبئة,Coca-Cola Bottling Company of Saudi Arabia,الغذاء والزراعة والاستزراع المائي,منطقة الرياض,private,default,low,https://www.coca-cola.com.sa
